XCoord;YCoord;FID;NETWERKID;PID;STATUS;STARTCODE;ENDCODE
359265,92249738;6627161,62455992;305;125;6090-6091;FIX;DS;DT
379254,94789087;6593488,35660073;306;125;6210-6337;FIX;KH;G0
375490,31342846;6593447,18873663;307;125;6209-6335;FIX;KF;GZ
327837,91494928;6625446,24362911;308;125;5963-5964;FIX;AE;AF
331911,56846735;6612831,34648385;309;125;6006-6007;FIX;BG;BH
344221,62099201;6604853,81527987;310;125;6109-6110;FIX;EA;EB
370681,21535655;6632960,77757601;311;125;6061-6062;FIX;CZ;C0
362966,52503419;6633744,53206524;312;125;6056-6057;FIX;CU;CV
357567,21259610;6626822,25613023;313;125;6085-6091;FIX;DT;DN
325719,78720429;6629566,06229421;314;125;7087-7088;FIX;SE;SD
349448,28665759;6642872,82812676;315;125;5982-5986;FIX;AU;AY
336431,98100538;6624414,52461650;316;125;6024-6029;FIX;BY;B3
339675,26145369;6637662,34104780;317;125;5973-5978;FIX;AQ;AM
333536,50548467;6630124,50773473;318;125;5974-5977;FIX;AN;AP
364150,01124845;6605776,98182048;319;125;6172-6176;FIX;FY;F2
337796,22010952;6635699,21374048;320;125;5972-5973;FIX;AM;AL
352627,33524530;6586299,72344738;321;125;6194-6195;FIX;GL;GK
352709,09627408;6616983,15760911;322;125;6076-6077;FIX;DF;DE
358525,67835254;6593653,56307668;323;125;6175-6198;FIX;GO;F1
364087,57222004;6595101,92585111;324;125;6188-6198;FIX;GO;GE
372514,73213169;6613152,77192484;325;125;6157-6160;FIX;FM;FJ
368142,63431331;6650040,74560693;326;125;5992-6001;FIX;BC;A4
338021,77871659;6618749,22949156;327;125;6020-6021;FIX;BU;BV
350578,88653122;6602048,80380976;328;125;6117-6118;FIX;EI;EJ
347715,96723065;6600432,12291492;329;125;6117-6123;FIX;EN;EI
345580,50264468;6594387,59680638;330;125;6189-6190;FIX;GG;GF
344202,62197832;6595134,07816727;331;125;6189-6999;FIX;GF;SC
351478,40101847;6599168,76205041;332;125;6117-6169;FIX;EI;FV
340820,57160355;6601106,54217971;333;125;6100-6101;FIX;D2;D3
342586,97075188;6598558,82037728;334;125;6101-6999;FIX;D3;SC
353324,44465572;6605227,06635627;335;125;6165-6166;FIX;FR;FS
377976,83826058;6597767,72215078;336;125;6210-6211;FIX;G1;G0
366220,42889363;6624669,03119291;337;125;6140-6152;FIX;E3;FE
368259,57671374;6626538,24116405;338;125;6151-6152;FIX;FD;FE
322381,95960655;6620740,24091726;339;125;5959-5967;FIX;AA;AI
334238,44125721;6580473,78161614;340;127;6469-6470;FIX;N1;N0
335450,13231239;6573388,22920505;341;127;6372-6469;FIX;LD;N0
334885,66981058;6569884,25580913;342;127;6372-6377;FIX;LD;LI
327940,12124268;6574398,32350035;343;127;6490-6496;FIX;OR;OL
328327,15248615;6576851,58057306;344;127;6490-6491;FIX;OL;OM
331172,70134163;6579387,33060802;345;127;6491-6492;FIX;OM;ON
330686,11064628;6582201,42983115;346;127;6317-6492;FIX;ON;JX
326383,65892447;6581664,82918553;347;127;6317-6318;FIX;JX;JY
316009,13644624;6584462,66064570;348;127;6314-6315;FIX;JV;JU
316620,40327319;6587548,49668852;349;127;6314-6322;FIX;JU;J2
322315,96627971;6585636,91730860;350;127;6320-6321;FIX;J1;J0
321646,04544673;6561950,28209152;351;127;6626-6628;FIX;R6;R4
323995,35828040;6562010,94223416;352;127;6625-6626;FIX;R4;R3
326347,24686198;6562297,83240014;353;127;6533-6625;FIX;R3;PQ
326659,90298598;6561020,47887975;354;127;6532-6533;FIX;PQ;PP
338507,47649001;6552463,18197476;355;127;6449-6530;FIX;PN;NG
328282,07370071;6556583,38591312;356;127;6531-6545;FIX;P2;PO
335605,61981141;6561770,16888521;357;127;6430-6527;FIX;PK;MX
338694,43966064;6561348,18889543;358;127;6429-6430;FIX;MX;MW
339573,29839993;6559020,22920007;359;127;6429-6528;FIX;MW;PL
337930,85878556;6557022,91682216;360;127;6528-6530;FIX;PL;PN
304763,05461735;6613289,99441772;361;127;6204-6212;FIX;GU;G2
305616,65058911;6611157,50597385;362;127;6212-6213;FIX;G2;G3
310630,68449829;6602876,58677838;363;127;6220-6268;FIX;HA;IK
306996,16630816;6596318,88467983;364;127;6251-6267;FIX;IJ;H4
305359,01545483;6595844,74301267;365;127;6251-6252;FIX;H4;H5
304378,73675283;6594318,46552820;366;127;6252-6253;FIX;H5;H6
306316,62573883;6593580,58135088;367;127;6253-6266;FIX;H6;II
308190,19650024;6593843,67682187;368;127;6265-6266;FIX;II;IH
308938,31946138;6591161,38687802;369;127;6265-6310;FIX;IH;JQ
303294,78581871;6591266,86942264;370;127;6254-6255;FIX;H8;H7
303811,94895175;6592478,95072831;371;127;6253-6254;FIX;H7;H6
303633,36196059;6597363,69644804;372;127;6245-6250;FIX;HY;H3
305231,71047235;6598507,28042968;373;127;6249-6250;FIX;H3;H2
307495,41837416;6603827,51075795;374;127;6220-6221;FIX;HB;HA
316487,21923499;6604658,75293649;375;127;6219-6278;FIX;G9;IU
318470,82193746;6602100,72697810;376;127;6278-6279;FIX;IU;IV
317753,93655539;6598076,23485600;377;127;6274-6279;FIX;IV;IQ
318311,61796073;6594230,77006298;378;127;6273-6274;FIX;IQ;IP
320710,98630043;6595780,13774899;379;127;6273-6282;FIX;IP;IY
322712,01150986;6598448,21012645;380;127;6281-6282;FIX;IY;IX
324418,24482290;6600137,34626704;381;127;6281-6292;FIX;IX;I8
326374,80680050;6595249,92452160;382;127;6284-6462;FIX;NT;I0
324596,55315319;6593317,41111206;383;127;6284-6285;FIX;I0;I1
324229,09937460;6590527,36062422;384;127;6285-6324;FIX;I1;J4
324083,62583046;6589452,38338388;385;127;6324-6331;FIX;J4;KB
322357,78885563;6588372,13894119;386;127;6330-6331;FIX;KB;KA
324373,58675585;6587419,78200017;387;127;6329-6330;FIX;KA;J9
327562,25458001;6586433,04707692;388;127;6328-6329;FIX;J9;J8
328437,71625154;6584695,22317793;389;127;6317-6328;FIX;J8;JX
318807,13354817;6594129,52090142;390;127;6272-6273;FIX;IP;IO
318312,72725543;6593922,01116205;391;127;6261-6272;FIX;ID;IO
317789,79654021;6593959,56264205;392;127;6260-6261;FIX;IC;ID
317730,72483282;6593694,76695735;393;127;6260-6262;FIX;IC;IE
317166,92648738;6593584,53441983;394;127;6262-6263;FIX;IE;IF
314498,55026952;6596558,65659406;395;127;6270-6271;FIX;IM;IN
315560,57557430;6596598,06286230;396;127;6259-6271;FIX;IN;IB
319699,97768393;6601197,00294955;397;127;6279-6280;FIX;IW;IV
321997,24584377;6600478,47699349;398;127;6280-6281;FIX;IX;IW
322394,06081437;6590911,39146055;399;127;6285-6286;FIX;I2;I1
320043,07539498;6592111,52816028;400;127;6272-6286;FIX;IO;I2
323550,77256118;6559932,60970645;401;127;6612-6613;FIX;RS;RT
321862,46679057;6556623,07910442;402;127;6614-6615;FIX;RU;RV
337788,40975631;6593590,12200159;403;127;6106-6107;FIX;D8;D7
337282,78992556;6594972,37207813;404;127;6105-6106;FIX;D7;D6
336264,09428898;6597775,30723841;405;127;6104-6105;FIX;D6;D5
335279,18548921;6600252,72901187;406;127;6103-6104;FIX;D4;D5
305585,22691338;6597052,41445409;407;127;6250-6251;FIX;H3;H4
313522,84823455;6598053,80065765;408;127;6269-6270;FIX;IL;IM
312005,81672009;6600540,96938992;409;127;6268-6269;FIX;IK;IL
331481,61180849;6585859,35664498;410;127;6327-6470;FIX;N1;J7
329897,96565191;6586432,41030558;411;127;6327-6328;FIX;J7;J8
330215,39076212;6588448,92444000;412;127;6326-6327;FIX;J6;J7
328581,11759705;6589062,31333320;413;127;6325-6326;FIX;J6;J5
327436,23404609;6587563,06527061;414;127;6325-6329;FIX;J5;J9
329706,70628795;6593483,61562307;415;127;6459-6460;FIX;NQ;NR
317863,37449535;6594201,16543353;416;127;6261-6274;FIX;IQ;ID
316436,30797625;6582123,67150646;417;127;6315-6316;FIX;JW;JV
316964,10601678;6573120,21293601;418;127;6575-6576;FIX;QU;QV
320093,77255419;6574865,92658228;419;127;6576-6577;FIX;QV;QW
323587,86413481;6578629,66760502;420;127;6319-6577;FIX;JZ;QW
323697,12858873;6579993,02081255;421;127;6318-6319;FIX;JY;JZ
297659,65324911;6591896,16574926;422;127;6240-6241;FIX;HT;HU
295521,61380433;6592858,67588777;423;127;6237-6241;FIX;HU;HQ
295162,05899101;6595201,13992526;424;127;6236-6237;FIX;HQ;HP
291436,49066023;6590230,14710446;425;127;6243-6244;FIX;HW;HX
288969,87935965;6591116,69294889;426;127; ;NEW;T9;HX
293770,43510185;6590009,99056294;427;127;6242-6243;FIX;HV;HW
295153,41514544;6590061,05088680;428;127;6241-6242;FIX;HV;HU
317722,00781112;6593292,27752923;429;127;6262-6313;FIX;IE;JT
304622,73108899;6581847,93287814;430;127;6299-6300;FIX;JG;JF
304292,21768971;6583005,01666697;431;127;6298-6299;FIX;JF;JE
301316,72798660;6582320,65390607;432;127;6297-6298;FIX;JE;JD
298005,02086999;6583653,21025864;433;127;6296-6297;FIX;JD;JC
297955,94357826;6585918,14091572;434;127;6295-6296;FIX;JC;JB
295219,83874002;6588472,25300007;435;127;6242-6294;FIX;JA;HV
313297,42899939;6582807,75299369;436;127;6306-6307;FIX;JM;JN
315845,93650013;6573264,89174205;437;127;6575-6583;FIX;Q2;QU
313934,22786532;6569941,41174320;438;127;6582-6583;FIX;Q2;Q1
312382,66659972;6566088,89450395;439;127;6582-6591;FIX;Q1;Q9
303328,60859578;6557435,70779424;440;127;6584-6587;FIX;Q5;Q3
306939,13360169;6550412,80543901;441;127;6605-6606;FIX;RM;RL
307951,94901917;6555213,15191031;442;127;6595-6607;FIX;RN;RD
308273,72297455;6557789,19517989;443;127;6594-6595;FIX;RD;RC
309610,44172306;6549302,71934465;444;127;6605-6996;FIX;RL;SA
314144,14172874;6549346,34759275;445;127;6598-6599;FIX;RF;RG
314240,06343819;6548730,84248515;446;127; ;NEW;RG;YF
314416,59465041;6573139,76465091;447;127;6568-6583;FIX;QN;Q2
311642,19479738;6570965,20045007;448;127;6568-6569;FIX;QO;QN
305964,92654715;6573401,76751077;449;127;6570-6571;FIX;QP;QQ
301699,22382365;6569126,73182494;450;127;6572-6573;FIX;QS;QR
301091,54190100;6568600,83740433;451;127;6573-6574;FIX;QT;QS
296695,65373325;6565366,82152340;452;127;6554-6555;FIX;QA;P9
294815,66830346;6566547,47784342;453;127;6553-6554;FIX;P9;P8
293078,92144373;6567616,48067437;454;127;6548-6553;FIX;P8;P3
300806,82396432;6557597,81510413;455;127;6586-6587;FIX;Q4;Q5
296800,69528168;6559413,14052426;456;127;6557-6558;FIX;QC;QD
291724,86970876;6563445,61333948;457;127;6560-6561;FIX;QF;QG
293854,67228785;6561408,26384955;458;127;6556-6561;FIX;QG;QB
296446,12047201;6559252,67957788;459;127;6556-6557;FIX;QB;QC
310027,12342839;6567814,27119685;460;127;6569-6590;FIX;Q8;QO
314691,14880070;6549959,76850082;461;127;6597-6598;FIX;RF;RE
315636,76572634;6551915,71500187;462;127;6597-6622;FIX;RE;R1
319820,62028000;6566429,53395982;463;127;6580-6630;FIX;QZ;R8
319411,36718123;6569737,00671156;464;127;6579-6580;FIX;QY;QZ
321157,42415308;6570798,97115999;465;127;6578-6579;FIX;QX;QY
323675,63828950;6572403,00161190;466;127;6495-6578;FIX;OQ;QX
321227,86700827;6568478,52528434;467;127;6579-6624;FIX;QY;R2
314242,05243490;6551132,79965050;468;127;6597-6609;FIX;RE;RP
325031,55372005;6565339,22953653;469;127;6624-6625;FIX;R2;R3
321567,40291832;6590356,01978863;470;127;6286-6323;FIX;I2;J3
321874,43525521;6589281,85176563;471;127;6323-6331;FIX;J3;KB
318817,88051016;6569579,31277268;472;127;6580-6581;FIX;Q0;QZ
316509,04873947;6567114,32820007;473;127;6581-6582;FIX;Q0;Q1
317733,98986643;6570874,82150921;474;127;6576-6581;FIX;QV;Q0
325300,40069788;6595947,39118231;475;127;6283-6284;FIX;I0;IZ
325752,62942480;6598894,35305926;476;127;6283-6292;FIX;IZ;I8
324168,51593593;6601781,47929180;477;127;6287-6292;FIX;I8;I3
323038,12918760;6604256,41590972;478;127;6287-6288;FIX;I3;I4
317309,64739662;6611082,72913083;479;127;6231-6232;FIX;HM;HL
318751,40970590;6612196,00258943;480;127;6231-6291;FIX;HL;I7
322387,84123752;6612301,12549746;481;127;6008-6291;FIX;I7;BI
325483,44683146;6611702,99558770;482;127;6008-6009;FIX;BI;BJ
326571,23465401;6606712,40754198;483;127;6010-6289;FIX;BK;I5
325127,66088364;6607625,27863007;484;127;6289-6290;FIX;I5;I6
325407,49287591;6609480,72167881;485;127;6009-6290;FIX;I6;BJ
326090,35146467;6559752,88563643;486;127;6532-6613;FIX;PP;RT
329230,42295672;6593452,27497298;487;127;6460-6461;FIX;NS;NR
305834,07121800;6555429,32499153;488;127;6584-6595;FIX;Q3;RD
319513,03182230;6579909,83486017;489;127;6316-6319;FIX;JW;JZ
337947,07305714;6576863,30153832;490;127;6469-6997;FIX;N0;SB
339036,70098202;6579939,81256273;491;127;6350-6997;FIX;SB;KS
300318,68187683;6593678,44707240;492;127;6239-6240;FIX;HS;HT
302398,36001224;6594720,71653265;493;127;6239-6257;FIX;IA;HS
303186,25010370;6596244,41363715;494;127;6245-6257;FIX;HY;IA
303990,20507223;6595593,38003996;495;127;6252-6257;FIX;IA;H5
308371,30707036;6574382,75779468;496;127;6567-6570;FIX;QP;QM
310109,92722036;6575638,72274520;497;127;6566-6567;FIX;QL;QM
307926,60937956;6577409,05609643;498;127;6565-6566;FIX;QK;QL
304817,82508207;6576138,01756225;499;127;6564-6565;FIX;QJ;QK
304820,62276486;6574187,45591206;500;127;6564-6571;FIX;QQ;QJ
301976,30352498;6576920,34143624;501;127;6302-6562;FIX;JI;QH
302543,92026756;6578884,05827964;502;127;6301-6302;FIX;JH;JI
304471,01382856;6578079,58916650;503;127;6301-6565;FIX;QK;JH
323500,40931825;6555462,21718027;504;127;6614-6617;FIX;RW;RU
326800,67520095;6553327,26371129;505;127;6544-6618;FIX;RX;P1
314093,44040275;6585955,50221821;506;127;6307-6314;FIX;JU;JN
309601,01046855;6611262,11611852;507;127;6215-6218;FIX;G8;G5
306979,16345335;6611689,57125871;508;127;6214-6215;FIX;G4;G5
305924,08694799;6611866,24543376;509;127;6212-6214;FIX;G4;G2
312792,67103484;6612451,35926007;510;127;6223-6233;FIX;HD;HN
311794,80159116;6614873,62545155;511;127;6223-6224;FIX;HE;HD
319713,47193404;6620466,40331331;512;127;5966-5967;FIX;AH;AI
320368,30637706;6618913,92483265;513;127;5967-6228;FIX;AI;HI
318636,76083945;6615774,04009269;514;127;6228-6230;FIX;HK;HI
316737,69710197;6612365,52546877;515;127;6230-6231;FIX;HL;HK
320126,07266939;6618405,27182241;516;127;6228-6229;FIX;HI;HJ
313966,47114421;6614168,61922842;517;127;6223-6230;FIX;HD;HK
315727,83748469;6617122,05365256;518;127;6224-6229;FIX;HJ;HE
310878,58395330;6615149,47629973;519;127;6216-6224;FIX;HE;G6
308093,67480728;6613429,75521196;520;127;6215-6216;FIX;G5;G6
306976,61235258;6610831,58710918;521;127;6213-6214;FIX;G3;G4
298827,03858821;6605328,70820858;522;127;6124-6153;FIX;FF;EO
297224,27948725;6602243,73747641;523;127; ;NEW;EM;EO
291461,89441130;6598403,10423372;524;127;6119-6234;FIX;EK;HO
294714,09482441;6595933,32495704;525;127;6234-6236;FIX;HP;HO
320042,36195386;6549155,29302797;526;127;6601-6620;FIX;RI;RZ
325219,11598728;6549685,64885497;527;127;6618-6619;FIX;RX;RY
303539,18512787;6579977,96131666;528;127;6300-6301;FIX;JG;JH
298915,83507967;6597779,18050379;529;127;6238-6246;FIX;HR;HZ
297615,63350639;6598746,17454528;530;127;6156-6238;FIX;FI;HR
296982,22984860;6600568,31279189;531;127; ;NEW;UC;FI
303256,92106605;6602359,39214902;532;127;6222-6248;FIX;HC;H1
304733,60339379;6603902,55710282;533;127;6221-6222;FIX;HB;HC
296764,52518129;6600125,46740427;534;127;6155-6156;FIX;FH;FI
299788,05191324;6595646,98368328;535;127;6238-6239;FIX;HS;HR
327815,14177568;6594250,00302311;536;127;6461-6462;FIX;NT;NS
310621,57133923;6586826,65647491;537;127;6310-6311;FIX;JQ;JR
325971,67005175;6555022,94615160;538;127;6545-6617;FIX;P2;RW
304936,94689050;6583847,75284600;539;127;6299-6309;FIX;JF;JP
308684,79330223;6615850,35531511;540;127;6216-6217;FIX;G6;G7
323407,58836664;6597119,98490991;541;127;6282-6283;FIX;IZ;IY
314301,22930333;6600863,84813353;542;127;6276-6277;FIX;IS;IT
314383,39798734;6599383,28654423;543;127;6275-6276;FIX;IS;IR
314584,04094347;6597665,18735129;544;127;6271-6275;FIX;IR;IN
310652,55189922;6548405,10657293;545;127;6603-6996;FIX;SA;RK
296010,74456279;6573488,39496358;546;127;6550-6551;FIX;P5;P6
333695,51540646;6568371,50236957;547;127;6376-6377;FIX;LI;LH
333909,97636106;6567616,51780912;548;127;6376-6493;FIX;LH;OO
295078,98697676;6598593,14249706;549;127;6155-6234;FIX;HO;FH
298257,51294174;6570944,49967966;550;127;6551-6552;FIX;P6;P7
299563,65095183;6569135,07562442;551;127;6552-6574;FIX;P7;QT
326745,10177701;6589354,40117609;552;127;6324-6325;FIX;J5;J4
325795,45522364;6574304,63272917;553;127;6490-6495;FIX;OQ;OL
324920,97191720;6573072,66680492;554;127;6494-6495;FIX;OP;OQ
327210,87041524;6572821,57542378;555;127;6494-6496;FIX;OP;OR
313261,33700715;6563392,12791027;556;127;6591-6592;FIX;RA;Q9
312277,48389140;6574615,73129267;557;127;6567-6568;FIX;QM;QN
297204,47324073;6595915,89235021;558;127;6237-6238;FIX;HR;HQ
299724,55336032;6577705,47797557;559;127;6302-6303;FIX;JI;JJ
296519,51992481;6577299,45811099;560;127;6303-6550;FIX;JJ;P5
297125,80869814;6578460,92844691;561;127;6303-6304;FIX;JJ;JK
315381,97480923;6610878,55864461;562;127;6232-6233;FIX;HN;HM
297127,48494119;6559695,58765462;563;127;6558-6559;FIX;QD;QE
302181,45032281;6605105,72911077;564;127;6153-6222;FIX;HC;FF
323483,14552799;6606710,50943808;565;127;6288-6289;FIX;I4;I5
313325,82931359;6599970,01855122;566;127;6269-6276;FIX;IL;IS
335880,22891268;6594502,95328752;567;127;6105-6458;FIX;NP;D6
296213,62505996;6569460,01813751;568;127;6552-6553;FIX;P8;P7
321687,99882858;6610248,26891627;569;127;6290-6291;FIX;I6;I7
376582,57144918;6619344,12343884;570;219;6143-6159;FIX;E6;FL
379807,38850604;6617735,70193107;571;219;6159-7168;FIX;FL;SV
381508,64531918;6619291,59990713;572;219;7167-7168;FIX;SV;SU
381574,67972383;6622208,51785494;573;219;7165-7167;FIX;SU;SS
374623,49445774;6623598,43243449;574;219;6144-6145;FIX;E7;E8
375111,31058581;6625482,27160771;575;219;6145-6147;FIX;E9;E8
380126,03347778;6626210,80758817;576;219;6147-7163;FIX;E9;SQ
387033,89138936;6565100,80574822;577;219;7192-7196;FIX;TJ;TN
386550,76124677;6563271,72196315;578;219;6478-7196;FIX;TN;N9
387459,25591889;6561063,16754426;579;219;6478-6481;FIX;N9;OC
389135,76318076;6560072,53761834;580;219;6480-6481;FIX;OC;OB
378073,37448220;6584738,20594603;581;219;6338-6366;FIX;K8;KI
380186,90367885;6591280,28953839;582;219;6336-6337;FIX;KG;KH
381653,64806106;6591529,84864372;583;219;6337-7175;FIX;KH;S2
382947,04583655;6593472,94222745;584;219;7175-7176;FIX;S2;S3
391430,43001594;6556304,36597638;585;219;7197-7201;FIX;TO;TS
372503,69487879;6607150,50932299;586;219;6181-6182;FIX;F8;F7
371623,58322426;6606248,44997922;587;219;6182-6183;FIX;F9;F8
374239,50516970;6603018,83514956;588;219;6183-6211;FIX;G1;F9
385323,23525757;6587466,14099312;589;219;7178-7179;FIX;S5;S6
384698,30177744;6590501,75820335;590;219;7175-7179;FIX;S6;S2
381232,64944136;6600511,47908402;591;219;7174-7177;FIX;S4;S1
378812,63684946;6601590,14872632;592;219;6211-7174;FIX;S1;G1
385825,30372136;6581396,09112747;593;219;7180-7189;FIX;S7;TG
385193,84513326;6579738,33014490;594;219;7189-7210;FIX;TG;TY
383629,15382188;6577248,06844208;595;219;6411-7210;FIX;TY;MF
382837,12657461;6576037,20244573;596;219;6409-6411;FIX;MF;MD
382507,18331417;6575161,76631093;597;219;7184-7185;FIX;TB;TC
382069,74047869;6573379,72624099;598;219;6416-7185;FIX;TC;MJ
385087,95912652;6574241,35754203;599;219;7182-7186;FIX;TD;S9
386050,03440466;6576025,39546906;600;219;7182-7183;FIX;S9;TA
386272,38717782;6578449,67721220;601;219;7183-7187;FIX;TA;TE
387314,25819968;6581883,89092806;602;219;7188-7191;FIX;TF;TI
387723,67584363;6581324,06357856;603;219;7190-7191;FIX;TI;TH
386768,66978678;6580599,23591492;604;219;7187-7190;FIX;TH;TE
386935,48038922;6581712,47457020;605;219;7188-7189;FIX;TF;TG
391791,48070940;6551856,35210730;606;219;7202-7203;FIX;TT;TU
390146,86335521;6549176,07545144;607;219;7203-7204;FIX;TU;TV
386778,76413176;6547111,77546375;608;219;7204-7205;FIX;TV;TW
