XCoord;YCoord;knoopid;NETWERKID;NETWERK;code;STATUS;lon_x;lat_y
298409,07618536;6608965,76324429;6154;66;127;Fietsnetwerk Westhoek;FG;TODO;2,680654;51,118312
367576,93780769;6606852,61975527;6178;28;125;Fietsnetwerk Brugse Ommeland;F4;OUT;3,302000;51,106363
368974,47060066;6607203,69493977;6179;29;125;Fietsnetwerk Brugse Ommeland;F5;OUT;3,314554;51,108349
369620,30736485;6608568,12589336;6180;30;125;Fietsnetwerk Brugse Ommeland;F6;OUT;3,320356;51,116064
372669,78215700;6607532,28039018;6181;97;125;Fietsnetwerk Brugse Ommeland;F7;OUT;3,347750;51,110207
372589,04983257;6606676,40844334;6182;92;125;Fietsnetwerk Brugse Ommeland;F8;OUT;3,347024;51,105367
369892,89919164;6604989,79516031;6184;31;125;Fietsnetwerk Brugse Ommeland;GA;OUT;3,322804;51,095827
370841,23185305;6605530,16289273;6183;98;125;Fietsnetwerk Brugse Ommeland;F9;OUT;3,331323;51,098884
367768,17631540;6605621,10208614;6185;32;125;Fietsnetwerk Brugse Ommeland;GB;OUT;3,303718;51,099398
370678,19696603;6601111,17022802;6186;35;125;Fietsnetwerk Brugse Ommeland;GC;OUT;3,329859;51,073882
367714,13602622;6599676,82189195;6187;34;125;Fietsnetwerk Brugse Ommeland;GD;OUT;3,303232;51,065764
364963,75699057;6598231,26540788;6188;25;125;Fietsnetwerk Brugse Ommeland;GE;OUT;3,278525;51,057581
346892,50012164;6594633,85546621;6190;5;125;Fietsnetwerk Brugse Ommeland;GG;OUT;3,116188;51,037211
349585,71109728;6592935,02984220;6191;14;125;Fietsnetwerk Brugse Ommeland;GH;OUT;3,140382;51,027588
356775,05452836;6589451,66333332;6193;19;125;Fietsnetwerk Brugse Ommeland;GJ;OUT;3,204965;51,007851
355048,59012258;6586708,99781680;6194;18;125;Fietsnetwerk Brugse Ommeland;GK;OUT;3,189456;50,992304
350729,36066147;6587386,34386763;6195;16;125;Fietsnetwerk Brugse Ommeland;GL;OUT;3,150655;50,996144
349755,02927246;6592967,79191793;6192;15;125;Fietsnetwerk Brugse Ommeland;GI;OUT;3,141903;51,027774
361318,46052101;6592572,12328261;6198;23;125;Fietsnetwerk Brugse Ommeland;GO;OUT;3,245779;51,025532
363927,07948015;6589720,65350154;6200;36;125;Fietsnetwerk Brugse Ommeland;GQ;OUT;3,269213;51,009375
365210,08450264;6586321,92219061;6199;24;125;Fietsnetwerk Brugse Ommeland;GP;OUT;3,280738;50,990110
365784,09447126;6584501,95725145;6201;53;125;Fietsnetwerk Brugse Ommeland;GR;OUT;3,285894;50,979790
360468,77203576;6582111,86381446;6202;54;125;Fietsnetwerk Brugse Ommeland;GS;OUT;3,238146;50,966234
359439,43927818;6582217,74367817;6203;55;125;Fietsnetwerk Brugse Ommeland;GT;OUT;3,228899;50,966835
304253,15754352;6613925,39761110;6204;82;127;Fietsnetwerk Westhoek;GU;TODO;2,733153;51,146345
370216,96661520;6598772,58733118;6205;41;125;Fietsnetwerk Brugse Ommeland;GV;OUT;3,325716;51,060646
369651,44395175;6595077,96153534;6206;42;125;Fietsnetwerk Brugse Ommeland;GW;OUT;3,320635;51,039726
368523,52301508;6590545,63659245;6207;37;125;Fietsnetwerk Brugse Ommeland;GX;OUT;3,310503;51,014050
371022,88956820;6599836,46786008;6208;40;125;Fietsnetwerk Brugse Ommeland;GY;OUT;3,332955;51,066668
375631,04315266;6593817,75539780;6209;44;125;Fietsnetwerk Brugse Ommeland;GZ;OUT;3,374351;51,032588
378436,61478939;6595471,85094654;6210;43;125;Fietsnetwerk Brugse Ommeland;G0;OUT;3,399554;51,041957
377106,31083909;6600339,90285046;6211;39;125;Fietsnetwerk Brugse Ommeland;G1;OUT;3,387604;51,069517
305153,29310549;6612571,52540591;6212;67;127;Fietsnetwerk Westhoek;G2;TODO;2,741239;51,138694
306615,30330208;6610170,83605736;6213;7;127;Fietsnetwerk Westhoek;G3;TODO;2,754372;51,125125
306846,84373876;6611592,83692945;6214;8;127;Fietsnetwerk Westhoek;G4;TODO;2,756452;51,133163
307080,64935513;6611812,40194084;6215;9;127;Fietsnetwerk Westhoek;G5;TODO;2,758552;51,134404
309764,52991112;6614780,86617768;6216;12;127;Fietsnetwerk Westhoek;G6;TODO;2,782662;51,151178
307722,71390352;6616752,66097858;6217;81;127;Fietsnetwerk Westhoek;G7;TODO;2,764320;51,162317
311846,09407921;6610494,62254320;6218;10;127;Fietsnetwerk Westhoek;G8;FIX;2,801361;51,126955
314296,75259309;6605635,01855821;6219;23;127;Fietsnetwerk Westhoek;G9;FIX;2,823376;51,099477
309889,22039843;6604249,09848022;6220;22;127;Fietsnetwerk Westhoek;HA;FIX;2,783782;51,091637
305106,66455060;6604040,20487067;6221;21;127;Fietsnetwerk Westhoek;HB;FIX;2,740820;51,090456
304360,87336226;6603764,09392456;6222;20;127;Fietsnetwerk Westhoek;HC;FIX;2,734120;51,088894
300508,39145484;6606661,65050173;6153;6;127;Fietsnetwerk Westhoek;FF;TODO;2,699513;51,105283
316754,94745490;6610768,31779332;6232;54;127;Fietsnetwerk Westhoek;HM;TODO;2,845458;51,128503
317860,44678668;6611405,26467391;6231;21;127;Fietsnetwerk Westhoek;HL;TODO;2,855389;51,132103
315916,29164271;6613724,17721241;6230;50;127;Fietsnetwerk Westhoek;HK;TODO;2,837924;51,145208
312054,42545258;6614338,04990741;6223;11;127;Fietsnetwerk Westhoek;HD;TODO;2,803233;51,148676
311864,56094573;6615508,26102698;6224;13;127;Fietsnetwerk Westhoek;HE;TODO;2,801527;51,155288
319748,05969885;6618364,66727251;6229;19;127;Fietsnetwerk Westhoek;HJ;TODO;2,872346;51,171421
317939,20247613;6620815,24622796;6227;15;127;Fietsnetwerk Westhoek;HH;TODO;2,856096;51,185258
315006,01448587;6619122,18526341;6225;14;127;Fietsnetwerk Westhoek;HF;TODO;2,829747;51,175699
313602,63815243;6621492,43988098;6226;80;127;Fietsnetwerk Westhoek;HG;TODO;2,817140;51,189081
293140,61861003;6590704,31593817;6243;25;127;Fietsnetwerk Westhoek;HW;FIX;2,633327;51,014949
289936,22733593;6590100,06227151;6244;24;127;Fietsnetwerk Westhoek;HX;FIX;2,604541;51,011525
294348,69453491;6589342,01026550;6242;26;127;Fietsnetwerk Westhoek;HV;FIX;2,644179;51,007229
295703,22081900;6590891,85178829;6241;27;127;Fietsnetwerk Westhoek;HU;FIX;2,656347;51,016012
299600,10087197;6593044,49052321;6240;28;127;Fietsnetwerk Westhoek;HT;FIX;2,691353;51,028208
301164,93378111;6593916,89796006;6239;29;127;Fietsnetwerk Westhoek;HS;FIX;2,705411;51,033150
298424,72634419;6597386,64630261;6238;14;127;Fietsnetwerk Westhoek;HR;FIX;2,680795;51,052799
295329,44917614;6595037,47706685;6237;13;127;Fietsnetwerk Westhoek;HQ;FIX;2,652990;51,039497
294988,36382955;6595357,06413446;6236;12;127;Fietsnetwerk Westhoek;HP;FIX;2,649926;51,041307
294176,79226773;6596371,68610295;6234;10;127;Fietsnetwerk Westhoek;HO;FIX;2,642635;51,047052
303054,73274704;6596612,26504376;6245;15;127;Fietsnetwerk Westhoek;HY;FIX;2,722387;51,048415
299365,30964022;6598201,46543837;6246;72;127;Fietsnetwerk Westhoek;HZ;FIX;2,689244;51,057413
302511,14754465;6599826,19197668;6247;73;127;Fietsnetwerk Westhoek;H0;FIX;2,717504;51,066610
302081,69732614;6601040,75527084;6248;19;127;Fietsnetwerk Westhoek;H1;FIX;2,713646;51,073484
304970,69725625;6599655,73605574;6249;18;127;Fietsnetwerk Westhoek;H2;FIX;2,739598;51,065645
305153,93651180;6597385,16333017;6250;17;127;Fietsnetwerk Westhoek;H3;FIX;2,741244;51,052791
306027,84488559;6596726,25813934;6251;33;127;Fietsnetwerk Westhoek;H4;FIX;2,749095;51,049060
304529,49441717;6595138,95256189;6252;32;127;Fietsnetwerk Westhoek;H5;FIX;2,735635;51,040071
303348,23219923;6595891,07021390;6257;16;127;Fietsnetwerk Westhoek;IA;FIX;2,725024;51,044331
304532,43095603;6593499,33696180;6253;31;127;Fietsnetwerk Westhoek;H6;FIX;2,735661;51,030785
302837,20339343;6591671,75969835;6254;30;127;Fietsnetwerk Westhoek;H7;FIX;2,720433;51,020431
303670,03761496;6590794,52566644;6255;44;127;Fietsnetwerk Westhoek;H8;FIX;2,727914;51,015460
301354,74788358;6590278,36544712;6256;43;127;Fietsnetwerk Westhoek;H9;FIX;2,707116;51,012536
316413,53741325;6596287,91873675;6259;2;127;Fietsnetwerk Westhoek;IB;FIX;2,842391;51,046578
316647,33548965;6593862,12490294;6263;48;127;Fietsnetwerk Westhoek;IF;FIX;2,844491;51,032840
317736,04578695;6593420,21875247;6262;49;127;Fietsnetwerk Westhoek;IE;FIX;2,854271;51,030336
317841,55688370;6593948,97379364;6261;75;127;Fietsnetwerk Westhoek;ID;FIX;2,855219;51,033332
317738,03096252;6593969,45340200;6260;74;127;Fietsnetwerk Westhoek;IC;FIX;2,854289;51,033448
310907,57523899;6593262,33203545;6264;47;127;Fietsnetwerk Westhoek;IG;FIX;2,792930;51,029442
308446,40407519;6593896,84574947;6265;23;127;Fietsnetwerk Westhoek;IH;FIX;2,770821;51,033036
307927,90910734;6593860,93922936;6266;46;127;Fietsnetwerk Westhoek;II;FIX;2,766163;51,032833
307946,29401410;6595923,91950274;6267;34;127;Fietsnetwerk Westhoek;IJ;FIX;2,766329;51,044517
311406,83101075;6601523,76541419;6268;35;127;Fietsnetwerk Westhoek;IK;FIX;2,797415;51,076217
312604,36504379;6599557,88589739;6269;38;127;Fietsnetwerk Westhoek;IL;FIX;2,808173;51,065091
314553,97650870;6596566,44646681;6271;4;127;Fietsnetwerk Westhoek;IN;FIX;2,825686;51,048155
314443,12403035;6596550,86672130;6270;3;127;Fietsnetwerk Westhoek;IM;FIX;2,824691;51,048067
322774,11494055;6602761,08377421;6287;9;127;Fietsnetwerk Westhoek;I3;FIX;2,899529;51,083219
322433,56645568;6605323,85724757;6288;25;127;Fietsnetwerk Westhoek;I4;FIX;2,896470;51,097717
325144,20301205;6606818,29467695;6289;53;127;Fietsnetwerk Westhoek;I5;FIX;2,920820;51,106169
324308,88348189;6608463,74952411;6290;52;127;Fietsnetwerk Westhoek;I6;FIX;2,913316;51,115474
325828,32464856;6601120,23449315;6292;12;127;Fietsnetwerk Westhoek;I8;FIX;2,926966;51,073934
319744,21211741;6612045,33521348;6291;22;127;Fietsnetwerk Westhoek;I7;TODO;2,872311;51,135720
291620,45684608;6585237,41237372;6293;40;127;Fietsnetwerk Westhoek;I9;FIX;2,619671;50,983960
295848,93475085;6587479,23163663;6294;41;127;Fietsnetwerk Westhoek;JA;FIX;2,657656;50,996671
297142,68843633;6587122,52288579;6295;42;127;Fietsnetwerk Westhoek;JB;FIX;2,669278;50,994648
298795,15182642;6584728,52796276;6296;53;127;Fietsnetwerk Westhoek;JC;FIX;2,684123;50,981075
298353,64867656;6582096,65968817;6297;75;127;Fietsnetwerk Westhoek;JD;TODO;2,680156;50,966148
303865,67749036;6582890,77390530;6298;76;127;Fietsnetwerk Westhoek;JE;TODO;2,729672;50,970652
304720,49905649;6583112,23587791;6299;55;127;Fietsnetwerk Westhoek;JF;TODO;2,737351;50,971908
304507,48211721;6580529,80090623;6300;59;127;Fietsnetwerk Westhoek;JG;TODO;2,735437;50,957259
302990,29555662;6579195,62675021;6301;60;127;Fietsnetwerk Westhoek;JH;TODO;2,721808;50,949689
302038,68407028;6578756,65949223;6302;61;127;Fietsnetwerk Westhoek;JI;TODO;2,713260;50,947198
297562,62097743;6577444,17932680;6303;62;127;Fietsnetwerk Westhoek;JJ;TODO;2,673051;50,939749
296324,30453873;6579247,93276807;6304;77;127;Fietsnetwerk Westhoek;JK;TODO;2,661927;50,949986
293165,29273670;6578477,41578054;6305;54;127;Fietsnetwerk Westhoek;JL;TODO;2,633549;50,945613
314402,28457968;6580996,86023224;6306;5;127;Fietsnetwerk Westhoek;JM;FIX;2,824324;50,959909
312391,66726798;6584783,48273255;6307;22;127;Fietsnetwerk Westhoek;JN;FIX;2,806262;50,981386
312355,61759666;6584849,90747624;6308;58;127;Fietsnetwerk Westhoek;JO;FIX;2,805938;50,981763
305185,62112961;6584579,33636864;6309;56;127;Fietsnetwerk Westhoek;JP;TODO;2,741529;50,980229
308902,69548261;6588122,70403710;6310;24;127;Fietsnetwerk Westhoek;JQ;FIX;2,774920;51,000318
312822,70211963;6586610,69610027;6311;57;127;Fietsnetwerk Westhoek;JR;FIX;2,810134;50,991747
313119,36965682;6589666,23367868;6312;51;127;Fietsnetwerk Westhoek;JS;FIX;2,812799;51,009067
317710,11435653;6593164,11981251;6313;50;127;Fietsnetwerk Westhoek;JT;FIX;2,854039;51,028886
315864,65788025;6586366,00138590;6314;21;127;Fietsnetwerk Westhoek;JU;FIX;2,837460;50,990360
316976,19807444;6582577,57977790;6315;56;127;Fietsnetwerk Westhoek;JV;FIX;2,847446;50,968876
315897,72896142;6581670,03533577;6316;63;127;Fietsnetwerk Westhoek;JW;FIX;2,837758;50,963728
328962,06945175;6583325,47518213;6317;1;127;Fietsnetwerk Westhoek;JX;FIX;2,955117;50,973118
323779,38793124;6580043,30696831;6318;53;127;Fietsnetwerk Westhoek;JY;FIX;2,908560;50,954499
323615,08479764;6579942,37898174;6319;54;127;Fietsnetwerk Westhoek;JZ;FIX;2,907084;50,953926
323051,95150535;6583498,53231368;6320;55;127;Fietsnetwerk Westhoek;J0;FIX;2,902025;50,974099
321533,13314377;6587770,21923713;6321;19;127;Fietsnetwerk Westhoek;J1;FIX;2,888381;50,998320
317995,65522710;6587771,14605015;6322;20;127;Fietsnetwerk Westhoek;J2;FIX;2,856604;50,998325
321268,74473045;6590173,37438554;6323;60;127;Fietsnetwerk Westhoek;J3;FIX;2,886006;51,011941
322575,52235873;6588537,85416214;6331;61;127;Fietsnetwerk Westhoek;KB;FIX;2,897745;51,002671
325715,25769747;6590258,69806999;6324;17;127;Fietsnetwerk Westhoek;J4;FIX;2,925950;51,012424
327713,14384965;6588475,26976154;6325;15;127;Fietsnetwerk Westhoek;J5;FIX;2,943897;51,002317
329497,03427006;6589578,91109183;6326;16;127;Fietsnetwerk Westhoek;J6;FIX;2,959922;51,008572
331026,00451358;6587373,14393601;6327;47;127;Fietsnetwerk Westhoek;J7;FIX;2,973657;50,996069
328525,39850992;6586182,04903483;6328;49;127;Fietsnetwerk Westhoek;J8;FIX;2,951194;50,989317
326632,63608081;6586789,39747636;6329;10;127;Fietsnetwerk Westhoek;J9;FIX;2,934191;50,992760
322137,10417188;6588210,48705153;6330;62;127;Fietsnetwerk Westhoek;KA;FIX;2,893807;51,000816
370155,70222992;6588035,97261741;6332;46;125;Fietsnetwerk Brugse Ommeland;KC;OUT;3,325165;50,999827
370368,22164531;6588115,17135081;6333;47;125;Fietsnetwerk Brugse Ommeland;KD;OUT;3,327074;51,000275
373706,39286128;6591321,99993903;6334;45;125;Fietsnetwerk Brugse Ommeland;KE;OUT;3,357062;51,018449
375155,67383349;6593134,99523534;6335;38;125;Fietsnetwerk Brugse Ommeland;KF;OUT;3,370081;51,028721
379910,13693828;6591125,75636073;6336;48;125;Fietsnetwerk Brugse Ommeland;KG;OUT;3,412791;51,017337
380456,60832017;6591446,42124839;6337;49;125;Fietsnetwerk Brugse Ommeland;KH;OUT;3,417700;51,019154
371367,46200374;6581306,14873492;6341;11;126;Fietsnetwerk Leiestreek;KK;OUT;3,336051;50,961664
368398,06917446;6582429,52562342;6342;12;126;Fietsnetwerk Leiestreek;KL;OUT;3,309376;50,968036
337555,46526592;6591192,45159714;6346;45;127;Fietsnetwerk Westhoek;KO;DEL;3,032312;51,017715
344176,07621531;6575793,15849415;6348;37;126;Fietsnetwerk Leiestreek;KQ;OUT;3,091786;50,930377
348101,90667389;6578292,26695171;6351;77;126;Fietsnetwerk Leiestreek;KS;OUT;3,127053;50,944562
349472,90871051;6574751,62420618;6352;76;126;Fietsnetwerk Leiestreek;KT;OUT;3,139369;50,924464
351363,16293872;6576094,57732631;6353;40;126;Fietsnetwerk Leiestreek;KU;OUT;3,156349;50,932088
351795,44809475;6577667,30603829;6354;66;126;Fietsnetwerk Leiestreek;KV;OUT;3,160232;50,941015
348753,57067351;6578202,10265513;6355;78;126;Fietsnetwerk Leiestreek;KW;OUT;3,132907;50,944051
348738,80022374;6574128,95954429;6356;39;126;Fietsnetwerk Leiestreek;KX;OUT;3,132774;50,920929
345663,83434652;6572947,51184652;6357;38;126;Fietsnetwerk Leiestreek;KY;OUT;3,105151;50,914220
350529,65973872;6579154,03583604;6358;26;126;Fietsnetwerk Leiestreek;KZ;OUT;3,148862;50,949453
352263,22655040;6578539,71899259;6359;25;126;Fietsnetwerk Leiestreek;K0;OUT;3,164434;50,945967
358357,64093576;6580800,30401610;6360;24;126;Fietsnetwerk Leiestreek;K1;OUT;3,219181;50,958794
370198,73021979;6577534,52846705;6361;13;126;Fietsnetwerk Leiestreek;K2;OUT;3,325552;50,940262
365667,44264368;6573649,39930206;6362;18;126;Fietsnetwerk Leiestreek;K3;OUT;3,284847;50,918206
365234,62055677;6574122,92873820;6363;19;126;Fietsnetwerk Leiestreek;K4;OUT;3,280958;50,920895
360372,29717333;6576551,78995656;6364;22;126;Fietsnetwerk Leiestreek;K5;OUT;3,237279;50,934684
379131,54022882;6584803,41238629;6366;1;126;Fietsnetwerk Leiestreek;K7;OUT;3,405797;50,981500
381637,70880696;6582506,13781961;6367;2;126;Fietsnetwerk Leiestreek;K8;OUT;3,428310;50,968471
380583,10680031;6581609,63869189;6368;3;126;Fietsnetwerk Leiestreek;L9;OUT;3,418836;50,963385
378377,85830014;6580967,75341136;6370;4;126;Fietsnetwerk Leiestreek;LA;OUT;3,399026;50,959744
374562,12789072;6578768,44924111;6371;10;126;Fietsnetwerk Leiestreek;LB;OUT;3,364749;50,947265
344647,40978147;6571525,60048845;6373;45;126;Fietsnetwerk Leiestreek;LD;OUT;3,096020;50,906144
345945,69824265;6569048,14541483;6374;46;126;Fietsnetwerk Leiestreek;LE;OUT;3,107683;50,892071
342810,36512866;6566533,95781790;6375;47;126;Fietsnetwerk Leiestreek;LF;OUT;3,079518;50,877784
357858,00397600;6574193,50383819;6379;12;126;Fietsnetwerk Leiestreek;LI;OUT;3,214693;50,921295
356694,47928087;6571879,58613195;6380;15;126;Fietsnetwerk Leiestreek;LJ;OUT;3,204241;50,908155
353247,97934479;6570850,40426168;6381;41;126;Fietsnetwerk Leiestreek;LK;OUT;3,173281;50,902309
348222,13539309;6568605,90566573;6382;43;126;Fietsnetwerk Leiestreek;LL;OUT;3,128133;50,889558
347983,67753973;6568632,62222719;6383;44;126;Fietsnetwerk Leiestreek;LM;OUT;3,125991;50,889710
358019,03837730;6574125,60949101;6384;13;126;Fietsnetwerk Leiestreek;LN;OUT;3,216140;50,920910
360510,85661786;6575317,00843307;6385;21;126;Fietsnetwerk Leiestreek;LO;OUT;3,238524;50,927674
362665,09871073;6569317,15737164;6386;26;126;Fietsnetwerk Leiestreek;LP;OUT;3,257876;50,893599
362226,31522441;6573377,89006263;6387;25;126;Fietsnetwerk Leiestreek;LQ;OUT;3,253934;50,916664
362166,18061574;6573633,50724570;6388;20;126;Fietsnetwerk Leiestreek;LR;OUT;3,253394;50,918116
361532,13015302;6565379,71207440;6389;27;126;Fietsnetwerk Leiestreek;LS;OUT;3,247698;50,871223
358885,63745215;6565450,82629226;6390;14;126;Fietsnetwerk Leiestreek;LT;OUT;3,223925;50,871627
365899,39966898;6572575,99886717;6391;17;126;Fietsnetwerk Leiestreek;LU;OUT;3,286930;50,912110
366037,16499139;6572538,47750122;6392;32;126;Fietsnetwerk Leiestreek;LV;OUT;3,288168;50,911897
369724,62335155;6571718,58772956;6393;15;126;Fietsnetwerk Leiestreek;LW;OUT;3,321293;50,907241
371384,54486211;6568741,46317402;6394;16;126;Fietsnetwerk Leiestreek;LX;OUT;3,336204;50,890328
368588,63253200;6566156,93171414;6396;40;126;Fietsnetwerk Leiestreek;LZ;OUT;3,311088;50,875641
368045,37480205;6566615,21814629;6397;39;126;Fietsnetwerk Leiestreek;L0;OUT;3,306208;50,878246
369482,24620963;6565352,07299320;6398;41;126;Fietsnetwerk Leiestreek;L1;OUT;3,319115;50,871066
372080,29268367;6568650,06455176;6395;53;126;Fietsnetwerk Leiestreek;LY;OUT;3,342454;50,889809
366394,20428604;6561257,31342457;6399;35;126;Fietsnetwerk Leiestreek;L2;OUT;3,291375;50,847785
367494,83613841;6561959,16625245;6400;43;126;Fietsnetwerk Leiestreek;L3;OUT;3,301262;50,851776
366119,68329162;6563433,25837523;6401;34;126;Fietsnetwerk Leiestreek;L4;OUT;3,288909;50,860158
366644,52094930;6569274,92275039;6402;33;126;Fietsnetwerk Leiestreek;L5;OUT;3,293624;50,893359
372479,58307942;6576309,05904422;6403;14;126;Fietsnetwerk Leiestreek;L6;OUT;3,346041;50,933306
375473,52389111;6577883,80686492;6404;9;126;Fietsnetwerk Leiestreek;L7;OUT;3,372936;50,942244
378022,67279796;6571531,49365631;6405;7;126;Fietsnetwerk Leiestreek;L8;OUT;3,395835;50,906178
378684,42726506;6571977,97090250;6406;79;126;Fietsnetwerk Leiestreek;M9;OUT;3,401780;50,908714
372236,01559733;6569829,01460394;6407;51;126;Fietsnetwerk Leiestreek;MA;OUT;3,343853;50,896507
382560,58033002;6575803,14303955;6409;87;126;Fietsnetwerk Leiestreek;MC;OUT;3,436600;50,930434
382221,62259563;6576430,38671366;6410;6;126;Fietsnetwerk Leiestreek;MD;OUT;3,433555;50,933995
383052,05881982;6576335,76382275;6411;5;126;Fietsnetwerk Leiestreek;ME;OUT;3,441015;50,933458
376550,14225440;6576564,29890787;6408;8;126;Fietsnetwerk Leiestreek;MB;OUT;3,382607;50,934755
372354,92814990;6568613,79885404;6413;54;126;Fietsnetwerk Leiestreek;MF;OUT;3,344921;50,889603
370192,40285633;6566291,62195039;6414;55;126;Fietsnetwerk Leiestreek;MG;OUT;3,325495;50,876406
378937,07363062;6571863,51483399;6415;80;126;Fietsnetwerk Leiestreek;MH;OUT;3,404050;50,908064
381729,19531337;6572209,96888262;6416;88;126;Fietsnetwerk Leiestreek;MI;OUT;3,429132;50,910031
381889,09156921;6571240,67749082;6417;89;126;Fietsnetwerk Leiestreek;MJ;OUT;3,430568;50,904526
384778,12901007;6568023,19154063;6418;4;126;Fietsnetwerk Leiestreek;MK;OUT;3,456521;50,886247
380293,08482458;6567183,85068474;6420;92;126;Fietsnetwerk Leiestreek;MM;OUT;3,416231;50,881477
380423,04336829;6567238,84304627;6419;91;126;Fietsnetwerk Leiestreek;ML;OUT;3,417398;50,881790
378169,80169178;6565310,21749237;6422;81;126;Fietsnetwerk Leiestreek;MO;OUT;3,397157;50,870828
377971,65819751;6565241,64569792;6423;82;126;Fietsnetwerk Leiestreek;MP;OUT;3,395377;50,870438
375064,40468349;6564189,44035202;6424;63;126;Fietsnetwerk Leiestreek;MQ;OUT;3,369261;50,864457
375912,01336958;6567465,25726201;6426;62;126;Fietsnetwerk Leiestreek;MS;OUT;3,376875;50,883076
372724,48090771;6569466,15484854;6425;52;126;Fietsnetwerk Leiestreek;MR;OUT;3,348241;50,894445
380732,05272538;6568629,22285978;6421;90;126;Fietsnetwerk Leiestreek;MN;OUT;3,420174;50,889690
